Year_Birth;Education;Marital_Status;Estimated_Income;Kid_home;Teen_home;Registration_date;Recency;Exist_Complain;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumWebPurchases;NumCatalogPurchases;NumStorePurchases
1978;Graduation;Together;42554;1;1;12.01.2021;93;0;29;1;11;0;0;0;2;0;3
1974;Graduation;Married;67445;0;1;12.08.2020;63;0;757;80;217;29;80;11;9;6;12
1951;Graduation;Widow;67046;0;1;06.01.2021;92;0;544;35;133;23;151;107;4;5;4
1948;Graduation;Married;42192;0;0;06.09.2021;40;0;40;15;15;17;6;7;2;1;3
1952;PhD;Married;77610;0;1;29.10.2020;70;0;1245;33;332;21;33;16;4;7;4
1984;Graduation;Married;31761;1;0;05.04.2022;96;0;19;1;20;16;14;28;3;0;4
1979;Graduation;Together;34350;1;0;19.10.2021;81;0;16;3;15;2;1;11;1;0;3
1949;Graduation;Together;54591;0;1;05.08.2021;63;0;376;4;94;12;9;24;6;2;8
1956;Graduation;Married;71866;0;1;25.12.2021;85;0;184;178;178;103;39;33;6;3;10
1969;Graduation;Married;25293;1;0;15.09.2021;51;0;15;0;11;0;2;9;1;1;2
1987;PhD;Single;42000;0;0;10.01.2021;23;0;124;83;267;85;59;35;5;2;11
1983;Graduation;Married;69520;0;0;07.07.2021;95;0;627;120;414;121;80;93;9;6;5
1970;Graduation;Divorced;64713;1;0;07.02.2022;11;0;180;60;241;13;54;54;5;5;7
1977;Master;Married;27889;1;0;05.07.2021;42;0;14;0;4;0;0;8;1;1;2
1960;Basic;Widow;22123;0;0;27.03.2022;77;0;3;3;24;34;7;31;2;1;3
1971;Graduation;Married;;1;1;03.03.2021;82;0;71;1;16;0;0;9;2;1;3
1954;Master;Together;;0;1;23.06.2021;83;0;161;0;22;0;0;24;4;1;4
1973;Graduation;Married;27803;1;0;26.08.2020;40;0;8;26;46;38;9;49;3;0;4
1955;Graduation;Single;;0;1;18.10.2021;95;0;264;0;21;12;6;147;6;1;5
1960;Graduation;Married;51651;0;1;07.11.2020;32;0;293;6;23;13;6;92;6;2;5
1988;Graduation;Married;68487;0;0;13.01.2021;48;0;758;12;385;33;89;89;9;7;13
1943;Master;Widow;;0;0;30.10.2021;75;0;532;126;490;164;126;126;5;5;11
1969;Graduation;Married;56796;0;1;16.02.2021;24;0;656;38;161;62;47;37;8;9;7
1992;2n Cycle;Married;87000;0;0;15.12.2020;61;0;196;25;607;67;17;49;4;6;7
1959;Graduation;Married;79823;0;1;31.03.2022;6;0;835;73;380;114;73;43;6;9;7
1980;Graduation;Single;30828;1;0;04.10.2021;16;0;16;11;15;2;0;12;1;1;4
1971;Master;Married;34109;0;1;06.11.2021;39;0;9;1;5;2;1;4;0;0;3
1974;Master;Divorced;53367;1;1;31.08.2021;2;0;229;7;140;10;3;11;5;1;8
1969;Basic;Together;22390;0;0;21.10.2021;49;0;0;1;4;15;1;5;1;0;2
1976;Graduation;Together;71322;0;1;02.05.2022;31;0;121;24;124;24;15;42;4;1;7
1993;Graduation;Absurd;79244;0;0;19.12.2020;58;0;471;102;125;212;61;245;4;10;7
1949;Master;Together;49912;0;1;07.09.2020;5;0;520;8;223;32;49;42;10;5;7
1950;PhD;Married;48699;1;1;21.05.2021;90;0;26;1;10;2;0;1;1;0;3
1975;Graduation;Together;80144;0;0;30.09.2021;47;0;240;132;445;250;192;108;3;7;8
1956;Graduation;Single;54252;1;1;28.05.2021;25;0;178;4;26;8;4;44;4;1;5
1976;Master;Married;81929;1;0;29.09.2020;60;0;1486;55;278;49;0;185;4;4;10
1975;Graduation;Married;76068;0;1;29.11.2020;67;0;1115;12;128;33;12;76;2;3;4
1976;Master;Married;53204;1;1;20.03.2022;40;0;29;0;8;2;0;6;1;0;3
1949;PhD;Together;67911;0;1;22.05.2022;63;0;529;0;356;63;28;0;6;7;11
1984;2n Cycle;Married;14796;1;0;17.09.2020;1;0;13;3;8;7;4;16;1;0;3
1974;PhD;Married;78128;0;1;19.02.2022;89;0;934;24;230;16;24;36;8;4;6
1972;Basic;Married;14188;0;0;28.02.2021;40;0;2;7;11;16;12;27;2;0;4
1986;Basic;Married;20425;1;0;29.10.2020;5;0;4;12;5;3;16;17;2;0;3
1962;Master;Married;58646;0;1;10.06.2021;3;0;62;1;44;6;5;22;2;1;4
1970;Graduation;Divorced;72967;0;1;15.12.2020;1;0;158;35;179;0;0;125;7;2;8
1949;Master;Married;48150;0;1;08.06.2021;24;0;173;2;39;3;2;47;5;1;4
1961;Graduation;Single;82332;0;0;17.09.2020;89;0;830;59;968;51;79;19;5;3;12
1955;Graduation;Widow;58275;1;1;02.06.2021;48;0;189;10;253;56;43;64;8;2;7
1981;PhD;Together;44953;0;0;21.12.2020;31;0;728;17;133;11;8;124;7;3;13
1953;Graduation;Together;34587;1;1;16.05.2022;68;0;7;2;9;2;0;2;1;0;3
1974;Master;Together;43018;0;1;01.11.2021;46;0;35;4;17;7;6;64;2;2;2
1954;Master;Married;45736;0;1;24.07.2021;92;0;188;3;180;20;3;43;7;1;6
1969;Master;Together;66476;0;1;04.12.2021;80;0;742;28;152;25;9;57;6;8;10
1981;2n Cycle;Married;27733;1;0;26.08.2021;16;0;0;7;5;26;2;17;2;0;3
1952;PhD;Together;69805;0;1;21.01.2022;50;0;750;71;174;13;10;20;6;8;11
1962;Master;Single;72217;0;0;10.04.2021;93;0;816;42;450;55;56;154;3;10;8
1971;Graduation;Divorced;25818;1;0;18.10.2020;51;0;5;2;8;2;2;9;0;1;2
1976;Master;Together;37509;1;0;12.09.2020;24;0;37;5;56;12;8;5;3;0;4
1976;2n Cycle;Together;25176;1;1;10.08.2021;79;0;4;0;4;0;0;5;1;0;2
1980;Graduation;Married;43586;0;1;30.08.2020;26;0;99;2;11;4;0;16;3;0;4
1956;2n Cycle;Married;53230;0;1;03.08.2020;86;0;176;72;98;136;21;229;5;2;12
1957;Graduation;Together;50116;1;1;20.06.2022;68;0;54;0;10;0;0;2;1;0;4
1972;Graduation;Together;84906;0;0;04.10.2021;98;0;997;15;414;99;30;76;5;6;12
1966;Graduation;Married;61286;0;1;02.08.2021;34;0;356;0;107;19;9;117;7;1;8
1986;PhD;Married;82333;0;0;30.03.2021;60;0;1311;0;359;46;89;17;4;3;10
1965;PhD;Together;65220;0;0;03.09.2020;3;0;890;63;292;0;25;12;8;4;7
1974;Graduation;Together;33590;2;1;03.11.2021;65;0;4;0;2;0;0;2;1;0;2
1976;Graduation;Divorced;30992;1;0;22.04.2021;83;0;17;0;14;7;3;2;1;0;3
1976;Master;Single;72309;0;0;11.03.2021;64;0;960;0;883;50;38;0;5;6;8
1949;PhD;Married;156924;0;0;29.08.2021;85;0;2;1;2;1;1;1;0;0;0
1980;Basic;Married;16005;1;0;14.08.2020;69;0;1;3;2;20;30;47;2;1;2
1957;Master;Absurd;65487;0;0;10.01.2022;48;0;240;67;500;199;0;163;3;5;6
1965;Graduation;Married;58692;0;1;06.04.2022;21;0;301;11;61;4;7;11;8;2;4
1969;Graduation;Widow;40590;1;1;02.10.2021;30;0;154;0;50;6;11;37;3;4;3
1970;Graduation;Single;20587;1;0;11.05.2022;39;0;2;3;6;4;1;9;1;1;2
1954;Master;Divorced;62637;0;1;01.03.2022;76;0;104;12;48;4;12;5;2;2;5
1966;Master;Divorced;29435;1;1;06.08.2020;11;0;70;3;37;4;2;64;3;2;2
1974;Graduation;Divorced;19346;1;0;30.01.2022;26;0;2;0;9;3;6;2;1;0;3
1971;Graduation;Married;35788;1;1;23.01.2022;34;0;23;2;11;3;1;4;2;0;3
1968;Graduation;Divorced;36997;1;1;01.02.2021;72;0;43;4;12;8;0;27;2;1;4
1957;Graduation;Married;23539;0;0;28.02.2022;13;0;4;24;11;16;1;25;2;0;4
1973;Graduation;Single;65333;0;1;17.01.2022;58;0;654;7;92;0;15;30;9;4;8
1957;Graduation;Single;78499;0;0;23.11.2021;12;0;912;72;170;47;36;97;11;3;4
1971;PhD;Together;29732;1;0;25.03.2022;23;0;25;0;8;0;1;4;2;0;2
1960;Master;Together;41275;1;2;24.03.2022;33;0;24;4;22;0;2;9;3;1;3
1973;PhD;Together;63516;1;1;06.07.2021;30;0;141;11;114;15;14;5;4;1;7
1962;PhD;Married;42769;0;1;12.10.2021;15;0;71;0;13;3;1;0;1;1;4
1958;Master;Married;49572;1;1;15.12.2021;25;0;35;1;16;0;1;1;2;0;3
1972;Graduation;Married;69209;0;0;17.09.2020;4;0;496;32;849;229;48;128;5;3;6
1976;Graduation;Married;17148;1;0;28.01.2022;80;0;9;9;11;13;10;16;3;1;3
1969;Graduation;Widow;40590;1;1;02.10.2021;30;0;154;0;50;6;11;37;3;4;3
1976;Master;Together;30560;1;0;27.06.2021;6;0;9;1;5;4;5;7;1;0;3
1983;2n Cycle;Married;32146;1;0;12.05.2022;16;0;26;3;23;4;7;3;2;0;4
1964;2n Cycle;Divorced;41713;1;1;29.04.2022;57;0;77;8;44;10;10;25;3;1;4
1975;Master;Together;34176;0;1;22.01.2022;9;0;11;2;7;4;2;2;1;0;3
1955;PhD;Married;58482;0;1;12.03.2022;59;0;576;7;115;19;7;7;7;4;9
1965;Graduation;Single;59686;0;1;25.01.2022;78;0;89;15;89;34;42;5;4;1;6
1964;PhD;Married;60896;0;1;11.10.2020;90;0;1013;30;399;60;46;153;9;10;4
1980;Graduation;Together;62994;1;0;04.03.2022;74;0;224;12;48;4;12;12;6;2;4
1957;Graduation;Together;47320;0;1;01.08.2021;10;0;200;19;111;50;15;19;5;1;8
1949;2n Cycle;Widow;74859;0;0;03.06.2021;63;0;570;73;614;133;102;73;6;5;11
1992;Basic;Single;15253;1;0;28.10.2021;13;0;1;3;3;8;1;13;1;0;3
1974;PhD;Single;31560;1;0;24.06.2021;98;0;62;1;20;4;0;7;2;1;3
1954;Graduation;Divorced;72071;0;1;14.02.2021;4;0;531;69;300;150;138;150;5;4;8
1990;Master;Single;91172;0;0;27.03.2021;94;0;162;28;818;0;28;56;4;3;7
1984;Graduation;Married;90000;0;0;23.12.2021;91;0;675;144;133;94;192;241;4;8;5
1981;Graduation;Single;41967;1;1;23.11.2021;66;0;23;4;10;0;2;15;1;0;3
1965;Graduation;Single;69263;0;1;05.03.2022;14;0;492;5;32;13;5;21;9;1;7
1970;2n Cycle;Divorced;65706;0;0;28.06.2021;77;0;918;10;129;13;0;129;11;3;12
1975;Graduation;Together;60934;0;1;17.01.2022;41;0;224;155;155;192;93;54;6;4;11
1951;Graduation;Married;71965;0;1;29.07.2021;21;0;572;19;286;50;38;248;6;3;5
1955;Graduation;Married;65210;0;1;10.03.2022;25;0;626;0;70;0;7;28;9;3;8
1975;PhD;Married;79174;0;0;11.01.2021;2;0;1074;37;518;193;92;129;5;6;7
1967;Master;Divorced;81380;0;0;22.12.2020;51;0;741;68;689;224;68;103;4;2;10
1973;PhD;YOLO;48432;0;1;18.10.2020;3;0;322;3;50;4;3;42;7;1;6
1971;Graduation;Married;52914;0;1;07.01.2021;32;0;254;10;44;30;10;227;7;3;3
1955;Graduation;Together;38946;0;1;24.10.2021;84;0;116;6;82;6;6;41;3;1;6
1974;Graduation;Married;26067;1;0;04.11.2021;49;0;22;2;18;0;2;12;3;0;3
1972;PhD;Married;44325;0;1;07.03.2021;69;0;516;0;21;0;0;5;8;2;7
1964;Graduation;Married;42523;0;0;23.04.2022;96;0;14;36;11;3;26;35;1;1;4
1978;Basic;Single;26487;1;0;20.05.2021;23;0;2;8;10;12;14;23;2;1;3
1957;2n Cycle;Married;53233;0;1;18.03.2022;18;0;28;0;9;3;0;0;1;0;3
1960;Graduation;Married;67716;0;1;10.01.2021;8;0;530;142;217;62;9;56;7;4;13
1972;Master;Married;76234;0;1;06.02.2022;21;0;519;50;167;130;0;41;8;3;11
1956;PhD;Married;84117;0;0;11.05.2022;60;0;611;76;749;59;45;26;7;10;6
1957;Master;Together;65487;0;0;10.01.2022;48;0;240;67;500;199;0;163;3;5;6
1972;Basic;Married;25224;1;0;16.03.2022;36;0;4;9;12;11;2;8;1;1;3
1983;Master;Single;89616;0;0;25.02.2021;36;0;671;47;655;145;111;15;7;5;12
1971;Graduation;Divorced;40851;1;1;21.02.2021;63;0;23;1;7;0;4;24;1;1;2
1947;Graduation;Married;27469;0;0;02.08.2020;2;0;9;1;2;3;2;0;0;0;3
1957;2n Cycle;Married;82347;0;0;06.11.2020;38;0;556;54;845;202;133;63;7;7;10
1957;Graduation;Married;73803;0;1;01.08.2020;61;0;833;80;363;52;26;174;9;5;6
1952;Master;Single;8820;1;1;22.03.2021;52;0;12;0;13;4;2;4;3;0;3
1974;Graduation;Single;43322;0;0;21.04.2022;25;0;56;7;48;10;2;18;3;0;4
1973;Graduation;Together;55593;0;1;21.08.2021;63;0;293;8;124;11;4;106;6;6;3
1954;Graduation;Married;50501;1;1;18.06.2021;10;0;297;0;38;13;0;152;5;4;4
1975;Graduation;Married;37085;1;1;26.06.2022;65;0;39;1;16;2;0;3;3;0;3
1990;Basic;Single;16185;1;0;05.08.2021;71;0;5;11;16;21;8;45;2;2;2
1969;Graduation;Single;57731;0;1;23.11.2020;0;0;266;21;300;65;8;44;8;8;6
1973;PhD;YOLO;48432;0;1;18.10.2020;3;0;322;3;50;4;3;42;7;1;6
1978;Graduation;Married;73807;0;1;02.01.2021;88;0;366;124;156;71;78;54;5;5;11
1990;Graduation;Married;18929;0;0;16.02.2021;15;0;32;0;8;23;4;18;1;0;4
1968;Graduation;Single;35893;1;1;15.10.2020;80;0;158;0;23;0;0;18;3;1;5
1980;Graduation;Married;61014;0;1;11.08.2020;17;0;269;129;495;182;43;29;9;3;4
1954;Graduation;Together;32144;1;1;23.03.2022;76;0;41;0;10;0;0;3;2;1;3
1963;Basic;Together;14918;0;1;07.12.2020;52;0;3;3;3;15;4;15;1;0;3
1963;Graduation;Divorced;45146;1;1;15.07.2021;28;0;33;0;5;0;0;15;1;1;2
1955;2n Cycle;Divorced;41769;0;1;13.02.2021;31;0;302;29;131;32;0;27;8;1;7
1981;Graduation;Together;88325;0;0;05.02.2022;42;0;519;71;860;93;27;53;6;2;9
1950;Master;Divorced;38054;1;1;01.05.2022;24;0;23;2;17;2;1;0;2;0;3
1995;2n Cycle;Single;80617;0;0;12.10.2020;42;0;594;51;631;72;55;32;4;6;8
1976;Graduation;Married;5305;0;1;30.07.2021;12;0;12;4;7;1;3;5;1;0;0
1954;Graduation;Together;36807;1;1;20.12.2020;88;0;4;2;5;0;0;5;1;0;2
1983;Graduation;Together;28427;1;0;21.03.2021;67;0;18;3;19;3;3;6;2;0;3
1948;PhD;Widow;82032;0;0;05.04.2022;54;0;332;194;377;149;125;57;4;6;7
1978;Graduation;Together;22775;1;0;19.06.2021;40;0;5;1;8;0;0;1;1;0;2
1985;Master;Together;40101;1;0;14.10.2020;73;0;171;3;129;26;24;62;6;1;6
1979;Graduation;Married;58025;0;1;26.11.2021;81;0;270;31;88;11;48;22;3;2;10
1982;Master;Single;75777;0;0;04.07.2021;12;0;712;26;538;69;13;80;3;6;11
1979;2n Cycle;Together;7500;1;0;07.05.2021;7;0;2;8;11;3;8;21;3;2;2
1963;Master;Married;33562;1;2;25.06.2022;33;0;21;12;12;0;3;3;2;0;4
1970;PhD;Single;57642;0;1;09.01.2022;24;0;580;6;58;8;0;27;7;6;6
1968;Graduation;Together;58554;1;1;26.09.2020;55;0;368;24;68;38;0;88;8;2;6
1979;Graduation;Married;63777;1;1;24.03.2021;87;0;457;5;106;15;17;53;11;1;6
1962;Graduation;Single;57967;0;1;03.03.2021;39;0;229;7;137;4;0;91;4;2;8
1978;2n Cycle;Together;;0;0;12.08.2020;53;0;32;2;1607;12;4;22;0;0;1
1972;Graduation;Married;24434;2;0;18.05.2022;9;0;3;2;8;20;0;17;2;1;2
1984;Graduation;Single;11012;1;0;16.03.2021;82;0;24;3;26;7;1;23;3;1;2
1970;Master;Single;44802;0;0;21.08.2020;71;0;853;10;143;13;10;20;9;4;12
1986;Graduation;Single;26816;0;0;17.08.2020;50;0;5;1;6;3;4;3;0;0;3
1977;Graduation;Together;666666;1;0;02.06.2021;23;0;9;14;18;8;1;12;3;1;3
1974;Graduation;Married;34421;1;0;01.07.2021;81;0;3;3;7;6;2;9;1;0;2
1967;Graduation;Married;61223;0;1;13.06.2021;46;0;709;43;182;42;118;247;9;3;4
1946;PhD;Together;64014;2;1;10.06.2022;56;0;406;0;30;0;0;8;8;2;5
1981;Graduation;Divorced;56981;0;0;25.01.2022;91;0;908;48;217;32;12;24;2;3;13
1956;Master;Together;69245;0;1;24.01.2022;8;0;428;30;214;80;30;61;6;5;10
1954;PhD;Married;52869;1;1;15.10.2020;40;0;84;3;61;2;1;21;3;1;4
